Code,CodePays,CodeVille,Nom,Type,Latitude,Longitude,FuseauHoraire,DecalageUTC
KJP,JP,KJP,Kerama,Airport,26.1667,127.3,Asia/Tokyo,+09:00
KJU,PG,KJU,Kamiraba,Airport,-2.8833,151.25,Pacific/Port_Moresby,+10:00
KKA,US,KKA,Koyuk,Airport,64.9389,-161.1553,America/Anchorage,-09:00
KKB,US,KKB,Kitoi Bay,Airport,58.1906,-152.3678,America/Anchorage,-09:00
KKC,TH,KKC,Khon Kaen,Airport,16.4644,102.7822,Asia/Bangkok,+07:00
KKD,PG,KKD,Kokoda,Airport,-8.8833,147.7333,Pacific/Port_Moresby,+10:00
KKE,NZ,KKE,Kerikeri,Airport,-35.2578,173.9119,Pacific/Auckland,+12:00
KKF,US,KKF,Kagvik Creek,Airport,67.6,-163.5,America/Anchorage,-09:00
KKG,GY,KKG,Konawaruk,Airport,5.2167,-59.0,America/Guyana,-04:00
KKH,US,KKH,Kongiganak,Airport,59.9603,-162.8814,America/Anchorage,-09:00
KKI,US,KKI,Akiachak,Airport,60.9053,-161.4239,America/Anchorage,-09:00
KKJ,JP,KKJ,Kita Kyushu,Airport,33.8458,131.0347,Asia/Tokyo,+09:00
KKK,US,KKK,Kalakaket,Airport,64.4169,-156.8217,America/Anchorage,-09:00
KKL,US,KKL,Karluk Lake,Airport,57.3667,-154.0167,America/Anchorage,-09:00
KKM,TH,KKM,Lop Buri,Airport,14.8747,100.6636,Asia/Bangkok,+07:00
KKN,NO,KKN,Kirkenes,Airport,69.7258,29.8914,Europe/Oslo,+01:00
KKO,NZ,KKO,Kaikohe,Airport,-35.45,173.8167,Pacific/Auckland,+12:00
KKP,AU,KKP,Koolburra,Airport,-15.5833,143.95,Australia/Brisbane,+10:00
KKR,PF,KKR,Kaukura Atoll,Airport,-15.6633,-146.8847,Pacific/Tahiti,-10:00
KKS,IR,KKS,Kashan,Airport,33.8953,51.5769,Asia/Tehran,+03:30
KKT,US,KKT,Kentland,Airport,40.7667,-87.45,America/Chicago,-06:00
KKU,US,KKU,Ekuk,Airport,58.8111,-158.5617,America/Anchorage,-09:00
KKW,CD,KKW,Kikwit,Airport,-5.0358,18.7858,Africa/Kinshasa,+01:00
KKX,JP,KKX,Kikaiga Shima,Airport,28.3217,129.9267,Asia/Tokyo,+09:00
KKY,IE,KKY,Kilkenny,Airport,52.6508,-7.2961,Europe/Dublin,+00:00
KLA,UG,KLA,Kampala Off-Line Pt,Off-Line Point,0.3167,32.5833,Africa/Kampala,+03:00
KLB,ZM,KLB,Kalabo,Airport,-14.9989,22.6483,Africa/Lusaka,+02:00
KLC,SN,KLC,Kaolack,Airport,14.0833,-16.5,Africa/Dakar,+00:00
KLD,RU,KLD,Kalinin,Airport,56.8247,35.7578,Europe/Moscow,+03:00
KLE,CM,KLE,Kaele,Airport,10.1,14.45,Africa/Douala,+01:00
KLG,US,KLG,Kalskag,Airport,61.5358,-160.3478,America/Anchorage,-09:00
KLH,IN,KLH,Kolhapur,Airport,16.6647,74.2894,Asia/Kolkata,+05:30
KLI,CD,KLI,Kotakoli,Airport,-4.1667,21.75,Africa/Kinshasa,+01:00
KLK,KE,KLK,Kalokol,Airport,3.5167,35.8333,Africa/Nairobi,+03:00
KLL,US,KLL,Levelock,Airport,59.1261,-156.8608,America/Anchorage,-09:00
KLN,US,KLN,Larsen Bay,Airport,57.5344,-153.9778,America/Anchorage,-09:00
KLO,PH,KLO,Kalibo,Airport,11.6844,122.3811,Asia/Manila,+08:00
KLP,ID,KLP,Kelp Bay,Airport,-3.3758,112.5361,Asia/Pontianak,+07:00
KLQ,ID,KLQ,Keluang,Airport,-2.6,103.95,Asia/Pontianak,+07:00
KLR,SE,KLR,Kalmar,Airport,56.6856,16.2875,Europe/Stockholm,+01:00
KLS,US,KLS,Kelso,Airport,46.15,-122.9,America/Los_Angeles,-08:00
KLU,AT,KLU,Klagenfurt,Airport,46.6428,14.3378,Europe/Vienna,+01:00
KLV,CZ,KLV,Karlovy Vary,Airport,50.2031,12.915,Europe/Prague,+01:00
KLW,US,KLW,Klawock,Airport,55.5792,-133.0761,America/Anchorage,-09:00
KLX,GR,KLX,Kalamata,Airport,37.0683,22.0256,Europe/Athens,+02:00
KLY,CD,KLY,Kalima,Airport,-2.5833,26.7333,Africa/Lubumbashi,+02:00
KLZ,ZA,KLZ,Kleinzee,Airport,-29.6833,17.0667,Africa/Johannesburg,+02:00
KMA,PG,KMA,Kerema,Airport,-7.9636,145.7714,Pacific/Port_Moresby,+10:00
KMB,PG,KMB,Koinambe,Airport,-5.5,144.6167,Pacific/Port_Moresby,+10:00
KMC,SA,KMC,King Khalid Mil. City,Airport,27.9008,45.5283,Asia/Riyadh,+03:00
KMD,GA,KMD,Mandji,Airport,-1.6667,10.4167,Africa/Libreville,+01:00
KME,RW,KME,Kamembe,Airport,-2.4622,28.9081,Africa/Kigali,+02:00
KMF,PG,KMF,Kamina,Airport,-7.25,145.5333,Pacific/Port_Moresby,+10:00
KMG,CN,KMG,Kunming,Airport,25.1086,102.935,Asia/Shanghai,+08:00
KMH,ZA,KMH,Kuruman,Airport,-27.4667,23.4167,Africa/Johannesburg,+02:00
KMI,JP,KMI,Miyazaki,Airport,31.8772,131.4486,Asia/Tokyo,+09:00
KMJ,JP,KMJ,Kumamoto,Airport,32.8372,130.855,Asia/Tokyo,+09:00
KMK,CG,KMK,Makabana,Airport,-3.4814,12.5967,Africa/Brazzaville,+01:00
KML,AU,KML,Kamileroi,Airport,-19.5,140.0833,Australia/Brisbane,+10:00
KMM,ID,KMM,Kimam,Airport,-7.9667,138.9,Asia/Jayapura,+09:00
KMN,CD,KMN,Kamina-Ville,Airport,-8.6411,25.25,Africa/Lubumbashi,+02:00
KMO,US,KMO,Manokotak,Airport,58.9897,-159.0506,America/Anchorage,-09:00
KMP,Unk,KMP,Keetmanshoop,Airport,-26.5333,18.1,Africa/Windhoek,+02:00
KMQ,JP,KMQ,Komatsu,Airport,36.3947,136.4067,Asia/Tokyo,+09:00
KMR,PG,KMR,Karimui,Airport,-6.5,144.8333,Pacific/Port_Moresby,+10:00
KMS,GH,KMS,Kumasi,Airport,6.7144,-1.5908,Africa/Accra,+00:00
KMT,KH,KMT,Kampot,Airport,10.6333,104.1667,Asia/Phnom_Penh,+07:00
KMU,SO,KMU,Kismayu,Airport,-0.3772,42.4594,Africa/Mogadishu,+03:00
KMV,MM,KMV,Kalemyo,Airport,23.1889,94.0519,Asia/Yangon,+06:30
KMX,SA,KMX,Khamis Mushait,Airport,18.3,42.8,Asia/Riyadh,+03:00
KMY,US,KMY,Moser Bay,Airport,57.0014,-154.1517,America/Anchorage,-09:00
KMZ,ZM,KMZ,Kaoma,Airport,-14.8,24.7833,Africa/Lusaka,+02:00
KNA,CL,KNA,Vina Del Mar,Airport,-32.9497,-71.4789,America/Santiago,-04:00
KNB,US,KNB,Kanab,Airport,37.25,-112.8333,America/Denver,-07:00
KNC,CN,KNC,JiAn,Airport,27.1333,115.0,Asia/Shanghai,+08:00
KND,CD,KND,Kindu,Airport,-2.9192,25.9153,Africa/Lubumbashi,+02:00
KNE,PG,KNE,Kanainj,Airport,-5.2833,144.7,Pacific/Port_Moresby,+10:00
KNF,GB,KNF,Kings Lynn,Airport,52.75,0.4,Europe/London,+00:00
KNH,TW,KNH,Kinmen,Airport,24.4297,118.3617,Asia/Taipei,+08:00
KNI,AU,KNI,Katanning,Airport,-33.7,117.55,Australia/Perth,+08:00
KNJ,CG,KNJ,Kindamba,Airport,-3.7333,14.2167,Africa/Brazzaville,+01:00
KNK,US,KNK,Kakhonak,Airport,59.4333,-154.8036,America/Anchorage,-09:00
KNM,CD,KNM,Kaniama,Airport,-7.5833,24.15,Africa/Lubumbashi,+02:00
KNN,GN,KNN,Kankan,Airport,10.3667,-9.2333,Africa/Conakry,+00:00
KNO,ID,MES,Kuala Namu,Airport,3.6378,98.8719,Asia/Pontianak,+07:00
KNQ,NC,KNQ,Kone,Airport,-21.0539,164.8389,Pacific/Noumea,+11:00
KNR,IR,KNR,Kangan,Airport,27.8167,52.35,Asia/Tehran,+03:30
KNS,AU,KNS,King Island,Airport,-39.8775,143.8783,Australia/Hobart,+10:00
KNT,US,KNT,Kennett,Airport,36.2333,-90.05,America/Chicago,-06:00
KNU,IN,KNU,Kanpur,Airport,26.4406,80.3672,Asia/Kolkata,+05:30
KNW,US,KNW,New Stuyahok,Airport,59.4506,-157.3286,America/Anchorage,-09:00
KNX,AU,KNX,Kununurra,Airport,-15.7781,128.7075,Australia/Perth,+08:00
KNY,CA,KNY,Kinoosao,Airport,57.1,-102.0333,America/Regina,-06:00
KNZ,ML,KNZ,Kenieba,Airport,12.8333,-11.25,Africa/Bamako,+00:00
KOA,US,KOA,Kona,Airport,19.7389,-156.0456,Pacific/Honolulu,-10:00
KOB,CM,KOB,Koutaba,Airport,5.0,10.0083,Africa/Douala,+01:00
KOC,NC,KOC,Koumac,Airport,-20.5464,164.2556,Pacific/Noumea,+11:00
KOD,ID,KOD,Kotabangun,Airport,-0.2667,116.5833,Asia/Makassar,+08:00
KOE,ID,KOE,Kupang,Airport,-10.1717,123.6711,Asia/Makassar,+08:00
KOG,LA,KOG,Khong,Airport,14.1,105.8333,Asia/Vientiane,+07:00
KOH,AU,KOH,Koolatah,Airport,-15.9667,142.4167,Australia/Brisbane,+10:00
KOI,GB,KOI,Kirkwall,Airport,58.9578,-2.9053,Europe/London,+00:00
KOJ,JP,KOJ,Kagoshima,Airport,31.8033,130.7194,Asia/Tokyo,+09:00
KOK,FI,KOK,Kokkola/Pietarsaari,Airport,63.7211,23.1431,Europe/Helsinki,+02:00
KOL,CF,KOL,Koumbala,Airport,8.5,21.25,Africa/Bangui,+01:00
KOM,PG,KOM,Komo-Manda,Airport,-6.1483,143.6575,Pacific/Port_Moresby,+10:00
KON,VN,KON,Kontum,Airport,14.3561,108.0156,Asia/Ho_Chi_Minh,+07:00
KOO,CD,KOO,Kongolo,Airport,-5.3942,26.9911,Africa/Lubumbashi,+02:00
KOP,TH,KOP,Nakhon Phanom,Airport,17.3853,104.6419,Asia/Bangkok,+07:00
KOR,PG,KOR,Kokoro,Airport,-7.8167,146.55,Pacific/Port_Moresby,+10:00
KOS,KH,KOS,Kompongsom,Airport,10.5797,103.6369,Asia/Phnom_Penh,+07:00
KOT,US,KOT,Kotlik,Airport,63.0325,-163.5306,America/Anchorage,-09:00
KOU,GA,KOU,Koulamoutou,Airport,-1.1847,12.4414,Africa/Libreville,+01:00
KOV,KZ,KOV,Kokchetav,Airport,53.3292,69.5947,Asia/Almaty,+06:00
KOW,CN,KOW,Ganzhou,Airport,25.8514,114.7753,Asia/Shanghai,+08:00
KOX,ID,KOX,Kokonao,Airport,-4.7108,136.4353,Asia/Jayapura,+09:00
KOY,US,KOY,Olga Bay,Airport,57.1603,-154.2292,America/Anchorage,-09:00
KOZ,US,KOZ,Ouzinkie,Airport,57.9256,-152.4967,America/Anchorage,-09:00
KPA,PG,KPA,Kopiago,Airport,-5.5833,145.4167,Pacific/Port_Moresby,+10:00
KPB,US,KPB,Point Baker,Airport,56.3519,-133.6222,America/Anchorage,-09:00
KPC,US,KPC,Port Clarence,Airport,65.25,-166.85,America/Anchorage,-09:00
KPD,US,KPD,King Of Prussia,Airport,40.0833,-75.3833,America/New_York,-05:00
KPE,PG,KPE,Yapsiei,Airport,-4.6333,141.1,Pacific/Port_Moresby,+10:00
KPG,GY,KPG,Kurupung,Airport,6.4667,-59.1667,America/Guyana,-04:00
KPI,MY,KPI,Kapit,Airport,2.0,112.9167,Asia/Kuching,+08:00
KPK,US,KPK,Parks,Airport,57.4167,-155.9,America/Anchorage,-09:00
KPM,PG,KPM,Kompiam,Airport,-5.3833,143.9333,Pacific/Port_Moresby,+10:00
KPN,US,KPN,Kipnuk,Airport,59.9353,-164.0319,America/Anchorage,-09:00
KPO,KR,KPO,POhang,Airport,35.9878,129.4206,Asia/Seoul,+09:00
KPP,AU,KPP,Kalpowar,Airport,-14.8833,144.2167,Australia/Brisbane,+10:00
KPR,US,KPR,Port Williams,Airport,58.4886,-152.5831,America/Anchorage,-09:00
KPS,AU,KPS,Kempsey,Airport,-31.0667,152.7667,Australia/Sydney,+10:00
KPT,US,KPT,Jackpot,Airport,41.9667,-114.6667,America/Los_Angeles,-08:00
KPV,US,KPV,Perryville,Airport,55.9067,-159.1608,America/Anchorage,-09:00
KPY,US,KPY,Port Bailey,Airport,57.9306,-153.04,America/Anchorage,-09:00
KQA,US,KQA,Akutan,Airport,54.1331,-165.7808,America/Anchorage,-09:00
KQB,AU,KQB,Koonibba,Airport,-31.9667,133.45,Australia/Adelaide,+09:30
KQL,PG,KQL,Kol,Airport,-5.7333,144.85,Pacific/Port_Moresby,+10:00
KRA,AU,KRA,Kerang,Airport,-35.75,143.9333,Australia/Sydney,+10:00
KRB,AU,KRB,Karumba,Airport,-17.4528,140.8328,Australia/Brisbane,+10:00
KRC,ID,KRC,Kerinci,Airport,-2.0933,101.4692,Asia/Pontianak,+07:00
KRD,AU,KRD,Kurundi,Airport,-20.5,134.6333,Australia/Darwin,+09:30
KRE,BI,KRE,Kirundo,Airport,-2.55,30.1,Africa/Bujumbura,+02:00
KRF,SE,KRF,Kramfors,Airport,63.0486,17.7689,Europe/Stockholm,+01:00
KRG,GY,KRG,Karasabai,Airport,4.0167,-59.5167,America/Guyana,-04:00
KRH,GB,KRH,Redhill Off-Line Pt,Off-Line Point,51.2136,-0.1386,Europe/London,+00:00
KRI,PG,KRI,Kikori,Airport,-7.4167,144.2167,Pacific/Port_Moresby,+10:00
KRJ,PG,KRJ,Karawari,Airport,-8.75,147.4972,Pacific/Port_Moresby,+10:00
KRK,PL,KRK,Cracovie,Airport,50.0778,19.7847,Europe/Warsaw,+01:00
KRL,CN,KRL,Korla,Airport,41.6992,86.1303,Asia/Shanghai,+08:00
KRM,GY,KRM,Karanambo,Airport,3.75,-59.3167,America/Guyana,-04:00
KRN,SE,KRN,Kiruna,Airport,67.8219,20.3367,Europe/Stockholm,+01:00
KRO,RU,KRO,Kurgan,Airport,55.4708,65.4106,Asia/Yekaterinburg,+05:00
KRP,DK,KRP,Karup,Airport,56.2975,9.1247,Europe/Copenhagen,+01:00
KRQ,UA,KRQ,Kramatorsk,Airport,48.7167,37.6167,Europe/Zaporozhye,+02:00
KRR,RU,KRR,Krasnodar,Airport,45.0325,39.1664,Europe/Moscow,+03:00
KRS,NO,KRS,Kristiansand,Airport,58.2042,8.0853,Europe/Oslo,+01:00
KRT,SD,KRT,Khartoum,Airport,15.5894,32.5531,Africa/Khartoum,+02:00
KRU,PG,KRU,Kerau,Airport,-8.3,147.0833,Pacific/Port_Moresby,+10:00
KRV,KE,KRV,Kerio Valley,Airport,2.9833,36.1167,Africa/Nairobi,+03:00
KRW,TM,KRW,Krasnovodsk,Airport,40.0608,53.0081,Asia/Ashgabat,+05:00
KRX,PG,KRX,Kar Kar,Airport,-4.55,145.9333,Pacific/Port_Moresby,+10:00
KRY,CN,KRY,Karamay,Airport,45.4661,84.9539,Asia/Shanghai,+08:00
KRZ,CD,KRZ,Kiri,Airport,-1.45,19.0,Africa/Kinshasa,+01:00
KSA,FM,KSA,Kosrae,Airport,5.3569,162.9583,Pacific/Pohnpei,+11:00
KSB,PG,KSB,Kasanombe,Airport,-6.3833,147.0167,Pacific/Port_Moresby,+10:00
KSC,SK,KSC,Kosice,Airport,48.6631,21.2411,Europe/Bratislava,+01:00
KSD,SE,KSD,Karlstad,Airport,59.4447,13.3375,Europe/Stockholm,+01:00
KSE,UG,KSE,Kasese,Airport,0.185,30.1019,Africa/Kampala,+03:00
KSF,DE,KSF,Kassel,Airport,51.4083,9.3775,Europe/Berlin,+01:00
KSG,PG,KSG,Kisengan,Airport,-6.35,146.7167,Pacific/Port_Moresby,+10:00
KSH,IR,KSH,Kermanshah,Airport,34.3481,47.1567,Asia/Tehran,+03:30
KSI,GN,KSI,Kissidougou,Airport,9.1667,-10.1167,Africa/Conakry,+00:00
KSJ,GR,KSJ,Kasos Island,Airport,35.4214,26.91,Europe/Athens,+02:00
KSK,SE,KSK,Karlskoga,Airport,59.3333,14.5167,Europe/Stockholm,+01:00
KSL,SD,KSL,Kassala,Airport,15.3875,36.3289,Africa/Khartoum,+02:00
KSM,US,KSM,St Marys,Airport,62.0606,-163.3008,America/Anchorage,-09:00
KSN,KZ,KSN,Kustanay,Airport,53.2069,63.5503,Asia/Almaty,+06:00
KSO,GR,KSO,Kastoria,Airport,40.4464,21.2822,Europe/Athens,+02:00
KSP,PG,KSP,Kosipe,Airport,-8.5583,147.4667,Pacific/Port_Moresby,+10:00
KSQ,UZ,KSQ,Karshi,Airport,38.8019,65.7747,Asia/Tashkent,+05:00
KSR,ID,KSR,Sandy River,Airport,-6.1756,120.4364,Asia/Makassar,+08:00
KSS,ML,KSS,Sikasso,Airport,11.3167,-5.6667,Africa/Bamako,+00:00
KST,SD,KST,Kosti,Airport,13.1833,32.7333,Africa/Khartoum,+02:00
KSU,NO,KSU,Kristiansund,Airport,63.1117,7.8244,Europe/Oslo,+01:00
KSV,AU,KSV,Springvale,Airport,-23.6667,140.75,Australia/Brisbane,+10:00
KSW,IL,KSW,Kiryat Shmona,Airport,33.2167,35.5667,Asia/Jerusalem,+02:00
KSX,PG,KSX,Yasuru,Airport,-6.6,146.1833,Pacific/Port_Moresby,+10:00
KTA,AU,KTA,Karratha,Airport,-20.7122,116.7733,Australia/Perth,+08:00
KTB,US,KTB,Thorne Bay,Airport,55.6833,-132.5333,America/Anchorage,-09:00
KTD,JP,KTD,Kitadaito,Airport,25.9447,131.3272,Asia/Tokyo,+09:00
KTE,MY,KTE,Kerteh,Airport,4.5408,103.4258,Asia/Kuching,+08:00
KTF,NZ,KTF,Takaka,Airport,-40.85,172.8,Pacific/Auckland,+12:00
KTG,ID,KTG,Ketapang,Airport,-1.8167,109.9636,Asia/Pontianak,+07:00
KTH,US,KTH,Tikchik,Airport,60.1167,-158.5833,America/Anchorage,-09:00
KTI,KH,KTI,Kratie,Airport,12.4833,106.05,Asia/Phnom_Penh,+07:00
KTK,PG,KTK,Kanua,Airport,-5.3389,154.75,Pacific/Bougainville,+11:00
KTL,KE,KTL,Kitale,Airport,0.9733,34.9597,Africa/Nairobi,+03:00
KTM,NP,KTM,Katmandou,Airport,27.6967,85.3592,Asia/Kathmandu,+05:45
KTN,US,KTN,Ketchikan,Airport,55.3556,-131.7139,America/Anchorage,-09:00
KTO,GY,KTO,Kato,Airport,4.65,-59.8167,America/Guyana,-04:00
KTP,JM,KIN,Kingston - Tinson,Airport,18.0167,-76.8167,America/Jamaica,-05:00
KTR,AU,KTR,Katherine,Airport,-14.5211,132.3778,Australia/Darwin,+09:30
KTS,US,KTS,Teller Mission,Airport,65.3322,-166.4675,America/Anchorage,-09:00
KTT,FI,KTT,Kittila,Airport,67.7011,24.8469,Europe/Helsinki,+02:00
KTU,IN,KTU,Kota,Airport,25.1667,75.85,Asia/Kolkata,+05:30
KTV,VE,KTV,Kamarata,Airport,5.75,-62.4167,America/Caracas,-04:00
KTW,PL,KTW,Katowice,Airport,50.4742,19.08,Europe/Warsaw,+01:00
KTX,ML,KTX,Koutiala,Airport,12.3833,-5.4667,Africa/Bamako,+00:00
KTY,LK,KTY,Katukurunda,Airport,6.5528,79.9764,Asia/Colombo,+05:30
KUA,MY,KUA,Kuantan,Airport,3.7808,103.2094,Asia/Kuching,+08:00
KUB,BN,KUB,Kuala Belait Off-Line Pt,Off-Line Point,4.5,114.1667,Asia/Brunei,+08:00
KUC,KI,KUC,Kuria,Airport,1.0039,173.0311,Pacific/Tarawa,+12:00
KUD,MY,KUD,Kudat,Airport,6.9233,116.8372,Asia/Kuching,+08:00
KUE,SB,KUE,Kukundu,Airport,-8.0167,156.95,Pacific/Guadalcanal,+11:00
KUF,RU,KUF,Samara,Airport,53.5039,50.1517,Europe/Volgograd,+04:00
KUG,AU,KUG,Kubin Island,Airport,-10.2267,142.2197,Australia/Brisbane,+10:00
KUH,JP,KUH,Kushiro,Airport,43.0408,144.1931,Asia/Tokyo,+09:00
KUI,NZ,KUI,Kawau Island,Airport,-36.4667,174.8333,Pacific/Auckland,+12:00
KUJ,JP,KUJ,Kushimoto,Airport,33.4333,135.7833,Asia/Tokyo,+09:00
KUK,US,KUK,Kasigluk,Airport,60.8739,-162.5242,America/Anchorage,-09:00
KUL,MY,KUL,Kuala Lumpur,Airport,2.7456,101.7147,Asia/Kuching,+08:00
KUM,JP,KUM,Yakushima,Airport,30.3856,130.6594,Asia/Tokyo,+09:00
KUN,LT,KUN,Kaunas,Airport,54.9639,24.0847,Europe/Vilnius,+02:00
KUO,FI,KUO,Kuopio,Airport,63.0072,27.7978,Europe/Helsinki,+02:00
KUP,PG,KUP,Kupiano,Airport,-10.0667,148.2167,Pacific/Port_Moresby,+10:00
KUQ,PG,KUQ,Kuri,Airport,-7.1333,143.2667,Pacific/Port_Moresby,+10:00
KUR,AF,KUR,Kuran-O-Munjan,Airport,38.4,71.1167,Asia/Kabul,+04:30
KUS,GL,KUS,Kulusuk Island,Airport,65.5733,-37.1342,America/Godthab,-03:00
KUT,GE,KUT,Kutaisi,Airport,42.1767,42.4825,Asia/Tbilisi,+04:00
KUU,IN,KUU,Kulu,Airport,31.8767,77.1544,Asia/Kolkata,+05:30
KUV,KR,KUV,Kunsan,Airport,35.9039,126.6158,Asia/Seoul,+09:00
KUW,US,KUW,Kugururok River,Airport,67.9667,-161.9833,America/Anchorage,-09:00
KUY,PG,KUY,Kamusi,Airport,-7.4275,143.1239,Pacific/Port_Moresby,+10:00
KUZ,GL,KUZ,Kusan,Airport,65.8639,-36.9956,America/Godthab,-03:00
KVA,GR,KVA,Kavala,Airport,40.9133,24.6192,Europe/Athens,+02:00
KVB,SE,KVB,Skovde,Airport,58.4564,13.9728,Europe/Stockholm,+01:00
KVC,US,KVC,King Cove,Airport,55.1167,-162.265,America/Anchorage,-09:00
KVD,AZ,KVD,Gyandzha,Airport,0.0,0.0,Asia/Baku,+04:00
KVE,PG,KVE,Kitava,Airport,-8.6667,151.3333,Pacific/Port_Moresby,+10:00
KVG,PG,KVG,Kavieng,Airport,-2.5794,150.8081,Pacific/Port_Moresby,+10:00
KVL,US,KVL,Kivalina,Airport,67.7361,-164.5636,America/Anchorage,-09:00
KVO,RS,KVO,Kraljevo Morava,Airport,43.8186,20.5861,Europe/Belgrade,+01:00
KVU,FJ,KVU,Korolevu,Airport,-18.2167,177.7333,Pacific/Fiji,+12:00
KVX,RU,KVX,Kirov,Airport,58.5008,49.3422,Europe/Moscow,+03:00
KWA,MH,KWA,Kwajalein,Airport,8.72,167.7317,Pacific/Majuro,+12:00
KWD,CF,KWD,Kawadjia,Airport,7.9667,23.5333,Africa/Bangui,+01:00
KWE,CN,KWE,Guiyang,Airport,26.5386,106.8008,Asia/Shanghai,+08:00
KWF,US,KWF,Waterfall,Airport,55.2953,-133.2447,America/Anchorage,-09:00
KWG,UA,KWG,Krivoy Rog,Airport,48.0433,33.21,Europe/Zaporozhye,+02:00
KWH,AF,KWH,Khwahan,Airport,37.8833,70.2,Asia/Kabul,+04:30
KWI,KW,KWI,Koweit,Airport,29.2267,47.9689,Asia/Kuwait,+03:00
KWJ,KR,KWJ,Gwangju,Airport,35.1264,126.8089,Asia/Seoul,+09:00
KWK,US,KWK,Kwigillingok,Airport,59.8764,-163.1686,America/Anchorage,-09:00
KWL,CN,KWL,Guilin,Airport,25.2181,110.0392,Asia/Shanghai,+08:00
KWM,AU,KWM,Kowanyama,Airport,-15.4853,141.7522,Australia/Brisbane,+10:00
KWN,US,KWN,Quinhagak,Airport,59.7564,-161.8836,America/Anchorage,-09:00
KWO,PG,KWO,Kawito,Airport,-7.9833,142.8167,Pacific/Port_Moresby,+10:00
KWP,US,KWP,West Point,Airport,57.77,-153.5461,America/Anchorage,-09:00
KWR,SB,KWR,Kwai Harbour,Airport,-8.5667,160.7333,Pacific/Guadalcanal,+11:00
KWT,US,KWT,Kwethluk,Airport,60.7936,-161.4419,America/Anchorage,-09:00
KWV,PG,KWV,Kurwina,Airport,-6.1833,155.3333,Pacific/Bougainville,+11:00
KWX,PG,KWX,Kiwai Island,Airport,-8.5,143.4167,Pacific/Port_Moresby,+10:00
KWY,KE,KWY,Kiwayu,Airport,-2.0167,41.2667,Africa/Nairobi,+03:00
KWZ,CD,KWZ,Kolwezi,Airport,-10.7658,25.5058,Africa/Lubumbashi,+02:00
KXA,US,KXA,Kasaan,Airport,55.5361,-132.4014,America/Anchorage,-09:00
KXE,ZA,KXE,Klerksdorp,Airport,-26.9667,26.65,Africa/Johannesburg,+02:00
KXF,FJ,KXF,Koro Island,Airport,-17.3458,179.4219,Pacific/Fiji,+12:00
KXK,RU,KXK,Komsomolsk Na Amure,Airport,50.4078,136.9358,Asia/Vladivostok,+10:00
KXR,PG,KXR,Karoola,Airport,-5.2833,154.6,Pacific/Bougainville,+11:00
KYA,TR,KYA,Konya,Airport,37.9789,32.5619,Europe/Istanbul,+03:00
KYD,TW,KYD,Orchid Island,Airport,22.0833,121.5,Asia/Taipei,+08:00
KYE,LB,KYE,Tripoli,Airport,34.5861,36.0028,Asia/Beirut,+02:00
KYF,AU,KYF,Yeelirrie,Airport,-27.2778,120.075,Australia/Perth,+08:00
KYI,AU,KYI,Yalata Mission,Airport,-31.4833,131.8667,Australia/Adelaide,+09:30
KYK,US,KYK,Karluk,Airport,57.5656,-154.4519,America/Anchorage,-09:00
KYL,US,KYL,Key Largo,Airport,25.0833,-80.4,America/New_York,-05:00
KYP,MM,KYP,Kyaukpyu,Airport,19.4264,93.5347,Asia/Yangon,+06:30
KYS,ML,KYS,Kayes,Airport,14.4817,-11.4047,Africa/Bamako,+00:00
KYT,MM,KYT,Kyauktaw,Airport,21.4,94.1333,Asia/Yangon,+06:30
KYU,US,KYU,Koyukuk,Airport,64.8764,-157.7244,America/Anchorage,-09:00
KYX,PG,KYX,Yalumet,Airport,-6.1333,146.6,Pacific/Port_Moresby,+10:00
KYZ,RU,KYZ,Kyzyl,Airport,51.6733,94.4081,Asia/Tomsk,+07:00
KZB,US,KZB,Zachar Bay,Airport,57.55,-153.75,America/Anchorage,-09:00
KZC,KH,KZC,Kompong-Chhnang,Airport,12.2333,104.6667,Asia/Phnom_Penh,+07:00
KZD,KH,KZD,Krakor,Airport,12.5333,104.15,Asia/Phnom_Penh,+07:00
KZF,PG,KZF,Kaintiba,Airport,-7.5003,146.0339,Pacific/Port_Moresby,+10:00
KZH,US,KZH,Kizhuyak,Airport,57.5833,-153.15,America/Anchorage,-09:00
KZI,GR,KZI,Kozani,Airport,40.2861,21.8408,Europe/Athens,+02:00
KZK,KH,KZK,Kompong-Thom,Airport,12.7167,104.9,Asia/Phnom_Penh,+07:00
KZN,RU,KZN,Kazan,Airport,55.6061,49.2786,Europe/Moscow,+03:00
KZS,GR,KZS,Kastelorizo,Airport,36.1419,29.5764,Europe/Athens,+02:00
LAA,US,LAA,Lamar,Airport,38.0667,-102.6833,America/Denver,-07:00
LAB,PG,LAB,Lablab,Airport,-5.6333,148.0667,Pacific/Port_Moresby,+10:00
LAC,MY,LAC,Pulau Layang - Layang Island,Airport,7.3719,113.8447,Asia/Kuching,+08:00
LAD,AO,LAD,Luanda,Airport,-8.8583,13.2311,Africa/Luanda,+01:00
LAE,PG,LAE,Lae,Airport,-6.5697,146.7261,Pacific/Port_Moresby,+10:00
LAF,US,LAF,Lafayette. Indiana,Airport,40.4167,-86.9333,America/New_York,-05:00
LAG,VE,LAG,La Guaira,Off-Line Point,10.5333,-67.0333,America/Caracas,-04:00
LAH,ID,LAH,Labuha,Airport,-0.6347,127.5042,Asia/Jayapura,+09:00
